"cik_code","form_type","doc_link","com_link","filing_date"
"1027263","497K","http://www.sec.gov/Archives/edgar/data/1027263/000119312513111759/d503511d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1027263","2013-03-18"
"789281","485APOS","http://www.sec.gov/Archives/edgar/data/789281/000131814813000583/form.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=789281","2013-03-18"
"1497778","497K","http://www.sec.gov/Archives/edgar/data/1497778/000144554613001503/ftsseries-pref.txt","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1497778","2013-03-18"
"1497778","497K","http://www.sec.gov/Archives/edgar/data/1497778/000144554613001504/ftsseries-smcap.txt","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1497778","2013-03-18"
"1521894","N-Q","http://www.sec.gov/Archives/edgar/data/1521894/000119312513112710/d481238dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1521894","2013-03-18"
"45291","497K","http://www.sec.gov/Archives/edgar/data/45291/000095012313001631/b91309a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=45291","2013-03-18"
"22370","497K","http://www.sec.gov/Archives/edgar/data/22370/000095012313001630/b91308a1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=22370","2013-03-18"
"1511699","N-Q","http://www.sec.gov/Archives/edgar/data/1511699/000089418913001647/nuance_nq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1511699","2013-03-18"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000394/a_ar100sumsupp.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-18"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000396/a_ar300sumsupp.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-18"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000398/a_lvesum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-18"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000400/a_svesum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-18"
"722885","497K","http://www.sec.gov/Archives/edgar/data/722885/000072288513000015/em.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=722885","2013-03-18"
"883939","497K","http://www.sec.gov/Archives/edgar/data/883939/000119312513112469/d504112d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=883939","2013-03-18"
"883939","497K","http://www.sec.gov/Archives/edgar/data/883939/000119312513112823/d504112d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=883939","2013-03-18"
"892071","N-Q","http://www.sec.gov/Archives/edgar/data/892071/000119312513111999/d496213dnq.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=892071","2013-03-18"
"1552947","485APOS","http://www.sec.gov/Archives/edgar/data/1552947/000091047213001088/f485a.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1552947","2013-03-18"
"1027596","485APOS","http://www.sec.gov/Archives/edgar/data/1027596/000089418912000149/orinda_485a.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1027596","2012-01-13"
"1413594","497K","http://www.sec.gov/Archives/edgar/data/1413594/000110465913020948/a12-29740_5497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1413594","2013-03-15"
"1221845","497K","http://www.sec.gov/Archives/edgar/data/1221845/000089109213002318/e52605_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1221845","2013-03-15"
"1221845","497K","http://www.sec.gov/Archives/edgar/data/1221845/000089109213002319/e52604_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1221845","2013-03-15"
"1221845","497K","http://www.sec.gov/Archives/edgar/data/1221845/000089109213002320/e52603_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1221845","2013-03-15"
"1221845","497K","http://www.sec.gov/Archives/edgar/data/1221845/000089109213002321/e52602_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1221845","2013-03-15"
"844779","497K","http://www.sec.gov/Archives/edgar/data/844779/000119312513110243/d504720d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=844779","2013-03-15"
"1026144","497K","http://www.sec.gov/Archives/edgar/data/1026144/000119312513110184/d504718d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1026144","2013-03-15"
"893818","497K","http://www.sec.gov/Archives/edgar/data/893818/000119312513110136/d504712d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=893818","2013-03-15"
"1026977","497K","http://www.sec.gov/Archives/edgar/data/1026977/000139834413001466/fp00067777_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1026977","2013-03-15"
"1026977","497K","http://www.sec.gov/Archives/edgar/data/1026977/000139834413001468/fp0006778_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1026977","2013-03-15"
"1026977","497K","http://www.sec.gov/Archives/edgar/data/1026977/000139834413001470/fp0006779_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1026977","2013-03-15"
"1026977","497K","http://www.sec.gov/Archives/edgar/data/1026977/000139834413001472/fp0006780_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1026977","2013-03-15"
"1078195","485APOS","http://www.sec.gov/Archives/edgar/data/1078195/000139834413001456/fp0006774_485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1078195","2013-03-15"
"828475","497K","http://www.sec.gov/Archives/edgar/data/828475/000082847513000004/dreyfusnjmunibondfund-520131.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=828475","2013-03-15"
"1450501","485APOS","http://www.sec.gov/Archives/edgar/data/1450501/000145079113000057/pean032.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1450501","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000293/ffvfundac497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000294/ffvfundn497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000295/strategicincac497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000296/strategicincn497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000297/danalargecapac497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000298/danalargecapn497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000299/latinamerica497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1377031","497K","http://www.sec.gov/Archives/edgar/data/1377031/000116204413000300/globalecologic497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1377031","2013-03-15"
"1552324","497K","http://www.sec.gov/Archives/edgar/data/1552324/000094039413000491/iemldfsp.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1552324","2013-03-15"
"320351","497K","http://www.sec.gov/Archives/edgar/data/320351/000031570013000017/wire.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=320351","2013-03-15"
"822977","485APOS","http://www.sec.gov/Archives/edgar/data/822977/000119312513110024/d499820d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=822977","2013-03-15"
"798290","485APOS","http://www.sec.gov/Archives/edgar/data/798290/000093041312000352/c68236_485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=798290","2012-01-27"
"1066602","497K","http://www.sec.gov/Archives/edgar/data/1066602/000110465913021005/a13-7601_2497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1066602","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001612/d30103e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001613/d30104k1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001615/d30104k2e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001617/d30105k1e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001621/d30105k2e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001623/d30105k3e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001624/d30105k4e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"277751","497K","http://www.sec.gov/Archives/edgar/data/277751/000095012313001625/d30105k5e497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=277751","2013-03-15"
"1137360","497K","http://www.sec.gov/Archives/edgar/data/1137360/000093041313001689/c73073_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137360","2013-03-15"
"1137360","497K","http://www.sec.gov/Archives/edgar/data/1137360/000093041313001690/c73074_497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1137360","2013-03-15"
"314366","485APOS","http://www.sec.gov/Archives/edgar/data/314366/000110465913021286/a13-2292_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=314366","2013-03-15"
"882381","485APOS","http://www.sec.gov/Archives/edgar/data/882381/000110465913021288/a13-2282_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=882381","2013-03-15"
"836487","485APOS","http://www.sec.gov/Archives/edgar/data/836487/000110465913021282/a13-2222_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=836487","2013-03-15"
"876162","485APOS","http://www.sec.gov/Archives/edgar/data/876162/000110465913021289/a13-6072_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=876162","2013-03-15"
"1002427","485APOS","http://www.sec.gov/Archives/edgar/data/1002427/000110465913021287/a13-2295_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1002427","2013-03-15"
"353905","497K","http://www.sec.gov/Archives/edgar/data/353905/000149668813000050/nvitamc497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=353905","2013-03-15"
"353905","497K","http://www.sec.gov/Archives/edgar/data/353905/000149668813000054/nvitmm497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=353905","2013-03-15"
"353905","497K","http://www.sec.gov/Archives/edgar/data/353905/000149668813000058/nvitre497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=353905","2013-03-15"
"44402","497K","http://www.sec.gov/Archives/edgar/data/44402/000089843213000485/a497k-2.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=44402","2013-03-15"
"44402","497K","http://www.sec.gov/Archives/edgar/data/44402/000089843213000486/a497k-1.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=44402","2013-03-15"
"44402","497K","http://www.sec.gov/Archives/edgar/data/44402/000089843213000487/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=44402","2013-03-15"
"44402","497K","http://www.sec.gov/Archives/edgar/data/44402/000089843213000488/a497k-5.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=44402","2013-03-15"
"44402","497K","http://www.sec.gov/Archives/edgar/data/44402/000089843213000489/a497k-3.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=44402","2013-03-15"
"723620","497K","http://www.sec.gov/Archives/edgar/data/723620/000089843213000490/a497k-1.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=723620","2013-03-15"
"723620","497K","http://www.sec.gov/Archives/edgar/data/723620/000089843213000491/a497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=723620","2013-03-15"
"1013881","485APOS","http://www.sec.gov/Archives/edgar/data/1013881/000119312513109249/d502729d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1013881","2013-03-15"
"813900","497K","http://www.sec.gov/Archives/edgar/data/813900/000119312513109948/d502653d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=813900","2013-03-15"
"810893","485APOS","http://www.sec.gov/Archives/edgar/data/810893/000119312513109304/d502544d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-15"
"810893","497K","http://www.sec.gov/Archives/edgar/data/810893/000119312513109103/d502689d497k.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=810893","2013-03-15"
"898745","497K","http://www.sec.gov/Archives/edgar/data/898745/000089874513000350/globalopp-instl.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=898745","2013-03-15"
"898745","497K","http://www.sec.gov/Archives/edgar/data/898745/000089874513000352/gms-acp.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=898745","2013-03-15"
"898745","497K","http://www.sec.gov/Archives/edgar/data/898745/000089874513000354/gms-instl.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=898745","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000329/lt2010summary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000331/lt2020summary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000333/lt2030summary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000335/lt2040summary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000337/lt2050summary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"12601","497K","http://www.sec.gov/Archives/edgar/data/12601/000089874513000339/ltstratincsummary.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=12601","2013-03-15"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000386/a_emisum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-15"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000388/a_itmisum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-15"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000390/a_stmisum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-15"
"1005942","497K","http://www.sec.gov/Archives/edgar/data/1005942/000092881613000392/a_gdfsum.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1005942","2013-03-15"
"1378872","485APOS","http://www.sec.gov/Archives/edgar/data/1378872/000110465913021190/a13-7048_1485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1378872","2013-03-15"
"1020861","485APOS","http://www.sec.gov/Archives/edgar/data/1020861/000119312513110305/d496275d485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1020861","2013-03-15"
"1464413","485APOS","http://www.sec.gov/Archives/edgar/data/1464413/000146441313000052/n1a0313.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1464413","2013-03-15"
"949881","485APOS","http://www.sec.gov/Archives/edgar/data/949881/000114420413015476/v338266_485apos.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=949881","2013-03-15"
"1552947","485APOS","http://www.sec.gov/Archives/edgar/data/1552947/000091047213001070/f485a.htm","http://www.sec.govbrowse-edgar?action=getcompany&CIK=1552947","2013-03-15"
